docDOI,docSection,docDepartment,docAuthor,docTitle,docFocusArea,docAcceptDate,docPaymentDate,docInvoiceNum,docOnlineIssue,docPrintIssue,docNotes,docMultiMedia1,docRelatedMaterial,docNumPages,docEditor,docCoordinator,docProofReader,docSE1,docSE2,docOutstandingMaterial,docEnteredDate,docCopyEditBeginDate,docCopyeditCompleteDate,docSendSEDate,docReturnSEDate,docSendAuthorDate,docReturnAuthorDate,docSendFineTune,docReturnFineTune,docSendProofRead,docReturnProofRead,docFinalizeDate,docNumAppendices,docOpenAccess,docShortTitle,docWebBlurb,docTranslation,docAddConflicts,docCollectionCode1,docProfessionalDev,docPodcastEmbargoLink,docPodcastPermLink,docPodcastEmbedCode,docVideoEmbedCode,docVideoLink,docURL,docHashTags,docSocialSummary,"Accept to payment, d2","Payment to rough layout, d","Payment to copyedit, d","Payment to publication, d","Accept to rough layout, d","Rough layout to copyedit, d","Copyedit, d",SE12,"Proof with author, d","Author alterations, d","Fine-tune, d","Proofreading, d","Accept to publication, d","Accept to print, d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160692,Commentary,Commentary,Kiran,Toward evidence-based policy,,20-Jun-16,,,,October 2016,,,"150858-res, linked",2,Kate B,Erin D,,KP,—,none,21-Jun-16,29-Jul-16,29-Jul-16,29-Jul-16,3-Aug-16,4-Aug-16,5-Aug-16,5-Aug-16,5-Aug-16,,,8-Aug-16,0,No,Toward evidence-based policy,Payment-reform policies need prospective evaluation with commitment to change if goals are not met,No,none,"165, 113, 383 ",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160692,"  @tara_kiran
@C_UHS_StMikes
",,,,,,1,38,0,5,1,0,0,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160791,Commentary,Commentary,Smith,Protecting the plain packaging consultation from tobacco industry interference,,10-Aug-16,,,,October 2016,epaginated,,,2,Peggy,Erin D,,KP,NA,None,11-Aug-16,15-Aug-16,16-Aug-16,16-Aug-16,16-Aug-16,16-Aug-16,16-Aug-16,17-Aug-16,17-Aug-16,,,17-Aug-16,0,No,Plain packaging for cigarettes,Beware tobacco industry bias in submissions to the Canadian government’s consultation,No,"smoking, tobacco packaging","144, 456, 170 
",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160791,,,,,,,1,4,1,0,0,1,0,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160416,Commentary,Commentary,Sanchis-Gomar,Pathophysiology of atrial fibrillation in endurance athletes: an overview of recent findings ,,21-Jul-16,,,,December 2016,epaginated,,,3,Kate S,Erin D,ON,KP,—,none,9-Aug-16,19-Aug-16,23-Aug-16,23-Aug-16,23-Aug-16,24-Aug-16,25-Aug-16,25-Aug-16,26-Aug-16,,,29-Aug-16,0,No,AFib in endurance athletes,Evidence suggests AFib in healthy athletes differs from AFib in older people with failing hearts,No,"sports, physical activity, heart disease, stroke","14, 16, 151, 55, 402, 183",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160416,,,,,,,19,10,4,0,1,0,1,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161048,Commentary,Commentary,Le Saux,Reining in the “100-day cough”: unfinished business,,09-Sep-16,,,,November 2016,,,"160193-res, linked",2,Kate B,Erin D,,KP,NA,none,12-Sep-16,12-Sep-16,12-Sep-16,12-Sep-16,13-Sep-16,13-Sep-16,15-Sep-16,15-Sep-16,15-Sep-16,,,19-Sep-16,0,No,Reining in the 100-day cough,The pertussis vaccine schedule needs to be reconsidered given new evidence on vaccine effectiveness,No,pertussis vaccine,"154, 163, 433, 72",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161048,,,,,,,3,0,0,1,2,0,0,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160581,Commentary,Commentary,Norman,Requiring physicians to dispense mifepristone: an unnecessary limit on safety and access to medical abortion ,,08-Sep-16,,,,December 2016,epaginated,,,2,Peggy,Olivier,ED,KP,NA,None,13-Sep-16,22-Sep-16,29-Sep-16,29-Sep-16,3-Oct-16,4-Oct-16,4-Oct-16,5-Oct-16,5-Oct-16,,,6-Oct-16,0,No,Mifepristone: regulations limit access,Physician-only dispensing of medical abortion drug limits access and compromises women’s safety,No,"mifepristone, medical abortion, methadone, telemedicine, rural medicine","456, 186, 165, 415,  202, 159 ",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160581,"Facebook: cart.grac@ubc.ca; Twitter: @cartgrac, #cartgrac",,,,,,5,9,7,4,0,1,0,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160554,Commentary,Commentary,Ahamad,An urgent call to increase access to evidence-based opioid agonist therapy for prescription opioid use disorders,,16-Sep-16,,,,December 2016,"author advised of Oct 31 EOR; please email keithahamad@gmail.com and dpepin@cfenet.ubc.ca if that date changes; they are anticipating media; email in forms folder, MUST BE F'd by Nov 3 for print",,"Links directly to 160356-ana. Same topic, 161023-com,  160290-rev for print",2,Lea,Erin D,,KP,,None,20-Sep-16,13-Oct-16,14-Oct-16,14-Oct-16,19-Oct-16,21-Oct-16,24-Oct-16,24-Oct-16,25-Oct-16,,,25-Oct-16,0,No,Access to OAT for opioid use disorder,"Addressing overprescribing of opioids is important, but access to OAT for those who are addicted is important too.",No,"buprenorphine/naloxone, opioids, pain, addiction medicine, methadone","7, 165, 170, 465, 530",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160554," @KeithAhamad
Twitter: @bccfe
Tumblr: bc-cfe.tumblr.com
Facebook: facebook.com/bccfe
Google +: plus.google.com/+BCCentreforExcellenceinHIVAIDS/posts",,,,,,4,23,1,5,3,0,1,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161023,Commentary,Commentary,Busse,Addressing the limitations of the CDC Guideline for Prescribing Opioids for [noncancer] Chronic Pain ,,07-Oct-16,,,,December 2016,,,"160554 (Ahmad); 160356 (Fischer); 160290 (Donroe)… same topic, for Print",2,Lea,Olivier,,KP,NA,,13-Oct-16,18-Oct-16,21-Oct-16,21-Oct-16,24-Oct-16,25-Oct-16,26-Oct-16,27-Oct-16,27-Oct-16,,,31-Oct-16,0,No,Opioid prescribing: filling the gaps,New CDC guidance on prescribing opioids has key limitations that a Canadian guideline will address,No,"opioids, fentanyl, CDC, noncancer pain, guidelines","4, 530, 165, 170, 383",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161023," @JasonWBusse
#McMasterU 
#machealthsci
@PainHQ_Mac
@mcmasternpc
@EBCPMcMaster
tags that would help are: sepsis, global sepsis alliance, children's infection
Jeremy is on twitter: @JeremyVeillard",,,,,,6,5,3,3,1,1,0,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69172,Letter,,Liu,"The authors respond to ""Failure to monitor or prevent unintended pregnancy is the key intergenerational problem, not the pregnancy outcome""",,07-Feb-18,,,14-May-18,YES,"DK: Post, Publish and consider for Print with 69162",,170595 and 69162,1,Vicky,Olivier,Erin,DK,,None,15-Feb-18,3-Apr-18,4-Apr-18,5-Apr-18,5-Apr-18,5-Apr-18,5-Apr-18,5-Apr-18,5-Apr-18,5-Apr-18,6-Apr-18,6-Apr-18,0,,,,,,,,,,,,,,,,,,,,8,47,1,0,0,0,0,1,96,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170403,Correction,Correction,NA,Correction: Litigious future for Big Sugar? [News],,07-Apr-17,,,24-Apr-17,,"correction for doi: 10.1503/cmaj.1095388, published Mar 6 2017",,,,,Olivier,,,,none,7-Apr-17,,,,,,,,,,,,0,,,,No,,,,,,,,,,,,,,,,0,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170609,Correction,Correction,NA,Correction for 160833 [Humanities],,24-May-17,,,19-Jun-17,,correction for doi: 10.1503/cmaj.160833 ; published 18 Apr 17,,,1,Kate,Erin D,Erin D,KP,DK,none,24-May-17,,,,,,,,,,,,0,,,,No,,,,,,,,,,,,,,,,0,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170670,Correction,Correction,NA,"Correction for 170196-com
",,07-Jun-17,,,26-Jun-17,,"correction for doi: 10.1503/cmaj.170196, published June 5 2017",,,1,Kate,Erin D,Olivier,,,none,7-Jun-17,7-Jun-17,,,,,,,,,,13-Jun-17,0,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170904,Correction,Correction,NA,Correction for 161395-five,,02-Aug-17,,,28-Aug-17,,"correction for doi: 10.1503/cmaj.161395, published July 31, 2017",,,1,Kate,Olivier,Olivier,,,none,2-Aug-17,,,,,,,,,,,,0,,,,No,,,,,,,,,,,,,,,,0,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170971,Correction,Correction,NA,Correction for 160153-five,,17-Aug-17,,,18-Sep-17,,"correction for doi: 10.1503/cmaj.160153  published Dec 6 2016 online, Mar 13 2017 print",,,1,Kate,Olivier,Olivier,DK,,none,17-Aug-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171237,Correction,Correction,,Correction for 170164-medsoc,,13-Oct-17,,,6-Nov-17,February 2018,correction for doi: 10.1503/cmaj.170164 ; published 11 Sept 17,,,1,Kate,Olivier,,,,none,13-Oct-17,,,,,,,,,,,,0,,,,No,,,,,,,,,,,,,,,,0,,,,,,,,24,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180092,Correction,Correction,NA,Correction for 170072,,22-Jan-18,,,12-Feb-18,,,,,1,Lea,Olivier,Erin,DK,,none,22-Jan-18,22-Jan-18,22-Jan-18,23-Jan-18,24-Jan-18,,,,,24-Jan-18,24-Jan-18,24-Jan-18,0,,,,No,,,,,,,,,,,,,,,,0,0,0,1,,,,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180321,Correction,Correction,NA,Correction for 171012-what,,12-Mar-18,,,3-Apr-18,,,,,1,Kate,Olivier,Olivier,KP,,none,12-Mar-18,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180461,Correction,Correction,NA,Mycobacterium avium complex infection presenting as persistent ascites,,06-Apr-18,,,23-Apr-18,,6 April: VB completed CE and routed to WC in IC.,,,1,Vicky,Erin ,Wendy,KP,,none,6-Apr-18,6-Apr-18,6-Apr-18,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180475,Correction,Correction,,Correction for 171377-image,,09-Apr-18,,,30-Apr-18,,,,,1,Kate,Olivier,Erin,KP,NA,none,9-Apr-18,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150064,Research,Cost analysis study,Wodchis,A 3-year study of high-cost users of health care,,27-Oct-15,27-Oct-15,,,February 2016,,Infographic,,7,Kate S,Erin D,Lea,JF,DK,None,28-Oct-15,8-Dec-15,11-Dec-15,11-Dec-15,5-Jan-16,15-Dec-15,22-Dec-15,22-Dec-15,4-Jan-16,,,5-Jan-16,3,,Profile of high-cost users over time,45% of high-cost users of health care one year remain high-cost users a year later,Yes,None,"113, 165",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150064, @IHPMEGSU @ICESOntario  ,"1% of Ontarians account for 1/3rd of provincial health care costs. A @Institute-for-Clinical-Evaluative-Sciences-ICES-105181509564479/ study found that many of these patients remained high-cost users for years. Improving health care system sustainability through better management of high-cost users will require different tactics for different high-cost populations, suggest the authors. (open access) [ABSTRACT] Mon 12pm",0,1,42,,1,41,3,25,7,0,13,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151364,Research,Cross sectional study,Teepe,Predicting the presence of bacterial pathogens in the airways of primary care patients with acute cough,,16-Feb-16,16-Aug-16,,16-Jan-17,January 2017," Print with 151163-res. Put in same issue (and perhaps cover? No ""See also"" link req'd)",,Same topic as 151163-res (EOR Sep 19) for print,6,Peggy,Erin D,,KF,KP,none,17-Feb-16,4-Oct-16,11-Oct-16,11-Oct-16,13-Oct-16,13-Oct-16,17-Oct-16,17-Oct-16,17-Oct-16,,,18-Oct-16,2,Yes,Markers of bacterial cause of cough ,C-reactive protein adds diagnostic value for bacterial pneumonia whereas procalcitonin adds none,Yes,"lower respiratory tract infection, bacterial pneumonia, COPD, bronchitis, asthma, heart failure, heart disease, bacterial culture, polymerase chain reaction, antibiotics, chest radiography, diabetes, ","383, 157, 105, 154, 199, 210, 10 
",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151364," #bacteria, #infection, #pneumonia, #lower respiratory tract infection, #cough, #diagnosis, #primary care",,182,181,49,153,1,230,7,2,4,0,0,,335,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151027,Research,Cross sectional study,Buchan,Impact of pharmacist administration of influenza vaccines on uptake in Canada,,29-Jan-16,22-Apr-16,,30-Jan-17,February 2017,,,,7,Kate S,Olivier,,KP,DK,,22-Feb-16,18-Jul-16,20-Jul-16,20-Jul-16,22-Jul-16,22-Jul-16,26-Jul-16,27-Jul-16,27-Jul-16,,,28-Jul-16,2,Yes,Influenza vaccine uptake,Policy for pharmacist administration of influenza vaccine in Canada has led to increase in coverage,Yes,"flu vaccine, cough, fever, headache","433, 157, 170, 165",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151027,,,84,60,87,283,24,147,2,2,4,1,0,,367,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161351,Research,Cross sectional study,Gatov,"Trends in standardized mortality among individuals with schizophrenia, 1993–2012: a population-based, repeated cross-sectional study",,05-Apr-17,17-Apr-17,,18-Sep-17,October 2017,161351-syn sent to FT Sept. 18; to SE1 Sept. 19; to Prod. Sept. 19; to PR Sept. 19. F'd Sept. 19,Podcast & visual abstract,Linked commentary (Philip Ward) due 15 August,11,Peggy,Olivier,Olivier,KP,DK,none,19-Apr-17,10-Jul-17,19-Jul-17,19-Jul-17,11-Aug-17,11-Aug-17,15-Aug-17,16-Aug-17,17-Aug-17,18-Aug-17,18-Aug-17,31-Aug-17,5,Yes,Mortality in people with schizophrenia,"In Ontario, people with schizophrenia still live shorter lives than those without psychiatric illness",Yes,"schizophrenia, bipolar disorder, major depression, mental illness, antipsychotics, diabetes mellitus, cardiovascular or circulatory disease, respiratory disease, metabolic disease, suicide, neoplasms, ","161, 163",,https://soundcloud.com/cmajpodcasts/161351-res/s-2ol5A,https://soundcloud.com/cmajpodcasts/161351-res,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/341168167%3Fsecret_token%3Ds-2ol5A&amp;color=%23ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",Visual abstract pre-embargo: http://www.cmaj.ca/site/press/161351-res-visual-abstract.pdf,Visual abstract permanent link: www.cmaj.ca/lookup/suppl/doi:10.1503/cmaj.161351/-/DC2,www.cmaj.ca/lookup/doi/10.1503/cmaj.161351, @ICESOntario; @GatovJenny; @KurdyakP; #MentalHealth,"Mortality in individuals with schizophrenia has declined over the past 20 years, yet a persistent three-fold gap with the general population remains. The mortality burden from cardiovascular disease is still high for schizophrenia patients, suggesting the need for targeted efforts.",12,2,84,154,14,82,9,23,4,1,1,0,166,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170812,Practice,Clinical image,Zhou,Cutaneous lymphoid hyperplasia (pseudolymphoma),,08-Feb-18,,,3-Apr-18,,AUs waiting for details requested by DK for Appendix 1 from Dr. Asaad; will send when they have them.,,,1,Lea,Erin D,,DK,NA,none,22-Feb-18,9-Mar-18,9-Mar-18,9-Mar-18,14-Mar-18,14-Mar-18,16-Mar-18,16-Mar-18,19-Mar-18,19-Mar-18,20-Mar-18,20-Mar-18,1,No,Pseudolymphoma,Antigens such as tattoo dyes can incite a benign inflammatory response that mimics cutaneous lymphoma.,No,"Dermatology, lesions, lymphoma","504, 22, 383",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170812,"twitter handles: @uOttawaMed, @uoftmedicine","Cutaneous lymphoid hyperplasia (pseudolymphoma) is a benign inflammatory response occasionally linked to an inciting antigen that simulates cutaneous lymphoma. Though the majority regress spontaneously, there have been occasional reports of development to lymphoma necessitating close follow-up. ",,,,,14,15,0,5,2,0,3,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170901,Research,Cross sectional study,Tamblyn,Assessment of potential bias in research grant peer review in Canada,,23-Nov-17,11-Jan-18,M3814-M sent Nov 27 2017,23-Apr-18,,29 Mar: re-sent to MBS. 19 Mar: VB sent to DK/KP for SE1 because MBS away until 26 Mar linked commentary,,180188-com,11,Vicky,Olivier,Erin,DK,KP,none,28-Nov-17,15-Mar-18,19-Mar-18,19-Mar-18,3-Apr-18,3-Apr-18,5-Apr-18,6-Apr-18,6-Apr-18,6-Apr-18,9-Apr-18,9-Apr-18,0,Yes,Bias in research grant peer review,Potential gender bias in scoring on grant applications may  influence which projects are funded ,Yes,"Gender, universities, peer review, grants, equality","171, 321, 134, 165, 456",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170901,"#peerreview, #bias, #CIH, @RobynTamblyn","Both applicant and reviewer characteristics influence how scientific applications are rated in Canada. Applicant gender and scientific domain; and reviewer gender mix, expertise, and conflicts of interest bias ratings.",49,44,63,102,5,107,4,15,2,1,0,3,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150961,Research,Cross sectional study,Bugden,Safety of fentanyl initiation according to past opioid exposure among patients newly prescribed fentanyl patches,,03-Feb-16,04-Feb-16,,,June 2016,,,160291-com,6,Kate S,Olivier,,MBS,DK,None,12-Feb-16,4-Mar-16,9-Mar-16,9-Mar-16,21-Mar-16,11-Mar-16,16-Mar-16,16-Mar-16,17-Mar-16,,,22-Mar-16,0,Yes,Safety of fentanyl initiation,Fentanyl patch initiation unsafe in most patients based on levels of prior opioid exposure,Yes,"fentanyl, opioids, pain management","4, 185, 328, 346",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150961,,Research | Nearly 75% of new fentanyl patch prescriptions in Manitoba over a 12-year period were unsafe because the patient's prior exposure to opioids was inadequate. Review of prior opioid exposure may be a simple but important way to improve the safe use of fentanyl patches. Mon 3pm,1,8,29,,9,21,5,12,5,0,1,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151047,Research,Cross sectional study,Sareen,Trends in suicidal behaviour and use of mental health services in Canadian military and civilian populations,,18-Feb-16,22-Feb-16,,,August 2016,,,,7,Kate S,Olivier,,KP,DK,,25-Feb-16,,4-May-16,4-May-16,5-May-16,5-May-16,9-May-16,9-May-16,10-May-16,,,11-May-16,0,Yes,Military personnel and suicide,Canadian military personnel have higher prevalence of suicidal ideation and plans than general public,Yes,"depression, anxiety, Canadian military","221, 492, 505",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151047, @jetsjit,New research findings: Suicidal ideation and plans were higher among Canadian military personnel than among civilians in 2012/13. Military personnel showed higher use of mental health services compared with the general population in two surveys conducted 10 years apart.,4,3,,,7,,,1,4,0,1,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151169,Research,Cross sectional study,Khoury,Reported electronic cigarette use among adolescents in the Niagara region of Ontario  ,,25-Feb-16,11-Mar-16,,,August 2016,must be final by July 7,Podcast,160728-com,7,Lea,Erin D,,KF,DK,,7-Mar-16,14-Jun-16,22-Jun-16,24-Jun-16,28-Jun-16,29-Jun-16,4-Jul-16,4-Jul-16,4-Jul-16,,,5-Jul-16,3,Yes,E-cigarette use in teens,"In this cross-sectional study, reported use of e-cigarettes was common among grade 9 students.",Yes,"e-cigarettes, tobacco, adolescents","144, 163, 165, 170, 225",No,https://soundcloud.com/cmajpodcasts/151169-res/s-q3aRk,https://soundcloud.com/cmajpodcasts/151169-res,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/273150069%3Fsecret_token%3Ds-q3aRk&amp;color=ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151169,"#vaping @makhoury
 @heartniagara
@sickkidsnews",,15,4,95,,11,99,8,4,5,0,0,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160202,Research,Cross sectional study,Dierickx,Euthanasia in Belgium: trends in reported cases between 2003 and 2013 ,,06-May-16,17-Jun-16,,,November 2016,,,,8,Peggy,Olivier,ON,KF,DK,none,26-May-16,21-Aug-16,23-Aug-16,23-Aug-16,1-Sep-16,1-Sep-16,6-Sep-16,6-Sep-16,7-Sep-16,,,7-Sep-16,1,Yes,Euthanasia in Belgium: recent trends,"Euthanasia in Belgium is increasing, especially for those over 80 and those with nonterminal illness",Yes,"euthanasia, palliative care, medical assistance in dying, cancer, barbiturates, neuromuscular relaxants, midazolam, morphine","109, 165, 10, 524, 207, 25, 355
",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160202,#PAD #EOL,,42,22,65,,20,87,2,9,5,0,1,,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180023,Practice,Clinical image,Richard,Eight-and-a-half syndrome: a case of one-and-a-half syndrome with peripheral facial nerve palsy,,22-Feb-18,,,23-Apr-18,,,Video,,1,Vicky,Olivier,Erin,DK,,none,27-Feb-18,21-Mar-18,21-Mar-18,21-Mar-18,29-Mar-18,29-Mar-18,3-Apr-18,3-Apr-18,3-Apr-18,4-Apr-18,4-Apr-18,4-Apr-18,1,No,Eight-and-a-half syndrome ,Eight-and-a-half syndrome equals one-and-a-half syndrome plus unilateral cranial nerve VII palsy,No,"Ophthalmology, palsy","504, 155, 490",,,,,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/w2CttMSxutY"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen></iframe>",https://youtu.be/w2CttMSxutY,www.cmaj.ca/lookup/doi/10.1503/cmaj.180023,"Twitter
- McGill University: @mcgillu
- Montreal Neurological Institute: @TheNeuro_MNI
",A case of “8.5 Syndrome” due to acute ischemic stroke is described whereby a patient presented with a “one and a half syndrome” along with a lower motor neuron cranial nerve VII palsy.  This lesion is highly localizable to the pontine tegmentum.,,,,,5,22,0,8,5,0,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
